Vertices,Edges,PrimCost,KruskalCost,PrimTime(ms),KruskalTime(ms)
606,1812,12342,00,12342,00,1,3
876,2625,18027,00,18027,00,3,3
429,1286,8940,00,8940,00,1,2
906,2714,18192,00,18192,00,2,4
683,2048,13893,00,13893,00,2,3
340,1018,6905,00,6905,00,1,1
419,1252,8238,00,8238,00,1,2
628,1880,13110,00,13110,00,1,2
693,2076,14366,00,14366,00,1,1
451,1349,9236,00,9236,00,1,1
