Vertices,Edges,PrimCost,KruskalCost,PrimTime(ms),KruskalTime(ms)
226,675,4857,00,4857,00,9,7
140,420,2775,00,2775,00,18,1
195,583,3837,00,3837,00,2,2
243,724,5238,00,5238,00,0,2
80,240,1788,00,1788,00,0,1
197,588,4380,00,4380,00,0,1
84,248,1757,00,1757,00,0,0
275,824,5819,00,5819,00,1,1
140,417,3064,00,3064,00,0,2
250,746,5084,00,5084,00,0,1
